sample_name	filename	metabolomics_well_position	metabolomics_injection_number	metabolomics_instrument	metabolomics_LC_description	metabolomics_dilution_factor	metabolomics_extraction_solvent	metabolomics_solvent_injected	metabolomics_notes	metabolomics_plate_number	run_prefix	blank_sample
10781.Blank.No.Inj.10250	Blank_NoInj_BA1_01_10250.mzXML	BA1	10250	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10265	Blank_NoInj_BA1_01_10265.mzXML	BA1	10265	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10279	Blank_NoInj_BA1_01_10279.mzXML	BA1	10279	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10281	Blank_NoInj_BA1_01_10281.mzXML	BA1	10281	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10296	Blank_NoInj_BA1_01_10296.mzXML	BA1	10296	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10310	Blank_NoInj_BA1_01_10310.mzXML	BA1	10310	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10324	Blank_NoInj_BA1_01_10324.mzXML	BA1	10324	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10338	Blank_NoInj_BA1_01_10338.mzXML	BA1	10338	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10352	Blank_NoInj_BA1_01_10352.mzXML	BA1	10352	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10366	Blank_NoInj_BA1_01_10366.mzXML	BA1	10366	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10380	Blank_NoInj_BA1_01_10380.mzXML	BA1	10380	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10385	Blank_NoInj_BA1_01_10385.mzXML	BA1	10385	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10396	Blank_NoInj_BA1_01_10396.mzXML	BA1	10396	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10410	Blank_NoInj_BA1_01_10410.mzXML	BA1	10410	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10479	Blank_NoInj_GA1_01_10479.mzXML	GA1	10479	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10493	Blank_NoInj_GA1_01_10493.mzXML	GA1	10493	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10507	Blank_NoInj_GA1_01_10507.mzXML	GA1	10507	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10521	Blank_NoInj_GA1_01_10521.mzXML	GA1	10521	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10535	Blank_NoInj_GA1_01_10535.mzXML	GA1	10535	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Blank.No.Inj.10545	Blank_NoInj_GA1_01_10545.mzXML	GA1	10545	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Blank		blank
10781.Other.01	C18p_Plate3_GE5_01_10540.mzXML	GE5	10540	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Other.02	C18p_Plate3_GE6_01_10541.mzXML	GE6	10541	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Other.03	C18p_Plate3_GE7_01_10542.mzXML	GE7	10542	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Other.04	C18p_Plate3_GE8_01_10543.mzXML	GE8	10543	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Solvent.Ctr.01	C18p_Plate1_BA1_01_10180.mzXML	BA1	10180	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.02	C18p_Plate1_BB1_01_10195.mzXML	BB1	10195	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.03	C18p_Plate1_BC1_01_10209.mzXML	BC1	10209	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.04	C18p_Plate1_BD1_01_10223.mzXML	BD1	10223	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.05	C18p_Plate1_BE1_01_10237.mzXML	BE1	10237	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.06	C18p_Plate1_BF1_01_10251.mzXML	BF1	10251	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.07	C18p_Plate1_BG1_01_10266.mzXML	BG1	10266	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.08	C18p_Plate1_BH1_01_10282.mzXML	BH1	10282	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate1		blank
10781.Solvent.Ctr.09	C18p_Plate2_BA1_01_10297.mzXML	BA1	10297	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.10	C18p_Plate2_BB1_01_10311.mzXML	BB1	10311	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.11	C18p_Plate2_BC1_01_10325.mzXML	BC1	10325	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.12	C18p_Plate2_BD1_01_10339.mzXML	BD1	10339	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.13	C18p_Plate2_BE1_01_10353.mzXML	BE1	10353	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.14	C18p_Plate2_BF1_01_10367.mzXML	BF1	10367	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.15	C18p_Plate2_BG1_01_10381.mzXML	BG1	10381	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.16	C18p_Plate2_BH1_01_10397.mzXML	BH1	10397	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate2		blank
10781.Solvent.Ctr.17	C18p_Plate3_GA1_01_10480.mzXML	GA1	10480	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Solvent.Ctr.18	C18p_Plate3_GB1_01_10494.mzXML	GB1	10494	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Solvent.Ctr.19	C18p_Plate3_GC1_01_10508.mzXML	GC1	10508	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Solvent.Ctr.20	C18p_Plate3_GD1_01_10522.mzXML	GD1	10522	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
10781.Solvent.Ctr.21	C18p_Plate3_GE1_01_10536.mzXML	GE1	10536	Bruker Daltonics maXis Impact	C18 RP-UHPLC	1	50% MeOH with Sulfamethazine	50% MeOH with Sulfadimethoxine	None	Plate3		blank
