sample_name	cage_id	collection_device	collection_method	collection_timestamp	description	diet	dna_extracted	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experimental_group	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	miltefosine_treated	physical_specimen_location	physical_specimen_remaining	qiita_study_id	relative_ald_severity_score	relative_nash_severity_score	sample_number	sample_type	scientific_name	sex	strain_background	strain_background_common	strain_genotype	strain_vendor	sulfatide	taxon_id	tazarotene_dose	tazarotene_treated	time_point	title	treatment	tube_id
10781.Cage3.male.WT10	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	15	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	15	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT10
10781.Cage3.male.WT6	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	11	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	11	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT6
10781.Cage3.male.WT7	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	12	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	12	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT7
10781.Cage3.male.WT8	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	13	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	13	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT8
10781.Cage3.male.WT9	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2016-02-10 9:00	WT	Normal	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	14	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	0	14	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT9
10781.Cage30.male.WT.CSAA1	Cage30	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CSAA	CSAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CSAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	108	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	1	108	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CSAA	Cage30.male.WT.CSAA1
10781.Cage30.male.WT.CSAA2	Cage30	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CSAA	CSAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CSAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	109	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	1	109	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CSAA	Cage30.male.WT.CSAA2
10781.Cage30.male.WT.CSAA3	Cage30	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CSAA	CSAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CSAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	110	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	1	110	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CSAA	Cage30.male.WT.CSAA3
10781.Cage30.male.WT.CSAA4	Cage30	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CSAA	CSAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CSAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	111	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	1	111	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CSAA	Cage30.male.WT.CSAA4
10781.Cage31.male.WT.CDAA1	Cage31	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CDAA	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	112	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	5	112	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA	Cage31.male.WT.CDAA1
10781.Cage31.male.WT.CDAA2	Cage31	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CDAA	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	113	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	5	113	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA	Cage31.male.WT.CDAA2
10781.Cage31.male.WT.CDAA3	Cage31	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CDAA	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	114	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	5	114	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA	Cage31.male.WT.CDAA3
10781.Cage31.male.WT.CDAA4	Cage31	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CDAA	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	115	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	5	115	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA	Cage31.male.WT.CDAA4
10781.Cage31.male.WT.CDAA5	Cage31	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:00	WT+CDAA	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	116	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	5	116	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA	Cage31.male.WT.CDAA5
10781.Cage32.male.WT.CDAA.Sulf1	Cage32	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+SULFATIDE	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+SULFATIDE	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	117	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	2	117	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	Yes	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+SULFATIDE	Cage32.male.WT.CDAA.Sulf1
10781.Cage32.male.WT.CDAA.Sulf2	Cage32	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+SULFATIDE	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+SULFATIDE	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	118	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	2	118	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	Yes	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+SULFATIDE	Cage32.male.WT.CDAA.Sulf2
10781.Cage32.male.WT.CDAA.Sulf3	Cage32	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+SULFATIDE	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+SULFATIDE	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	119	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	2	119	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	Yes	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+SULFATIDE	Cage32.male.WT.CDAA.Sulf3
10781.Cage32.male.WT.CDAA.Sulf4	Cage32	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+SULFATIDE	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+SULFATIDE	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	120	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	2	120	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	Yes	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+SULFATIDE	Cage32.male.WT.CDAA.Sulf4
10781.Cage32.male.WT.CDAA.Sulf5	Cage32	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+SULFATIDE	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+SULFATIDE	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	121	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	2	121	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	Yes	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+SULFATIDE	Cage32.male.WT.CDAA.Sulf5
10781.Cage33.male.WT.CDAA.Taz300.1	Cage33	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+Taz300	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+Taz300	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	122	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	4	122	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	300	Yes	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+Taz300	Cage33.male.WT.CDAA.Taz300.1
10781.Cage33.male.WT.CDAA.Taz300.2	Cage33	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+Taz300	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+Taz300	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	123	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	4	123	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	300	Yes	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+Taz300	Cage33.male.WT.CDAA.Taz300.2
10781.Cage33.male.WT.CDAA.Taz300.3	Cage33	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+Taz300	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+Taz300	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	124	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	4	124	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	300	Yes	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+Taz300	Cage33.male.WT.CDAA.Taz300.3
10781.Cage33.male.WT.CDAA.Taz300.4	Cage33	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+Taz300	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+Taz300	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	125	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	4	125	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	300	Yes	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+Taz300	Cage33.male.WT.CDAA.Taz300.4
10781.Cage33.male.WT.CDAA.Taz300.5	Cage33	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+Taz300	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+Taz300	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	126	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	4	126	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	300	Yes	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+Taz300	Cage33.male.WT.CDAA.Taz300.5
10781.Cage34.male.WT.CDAA.Taz600.1	Cage34	cotton swabs into sterile 0.6 ml Eppendorf tube	Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis.	2015-12-16 9:30	WT+CDAA+Taz600	CDAA	True	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT+CDAA+Taz600	USA:CA:San Diego	28	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	127	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	Kumar Lab, UCSD	True	10781	0	3	127	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	600	Yes	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT+CDAA+Taz600	Cage34.male.WT.CDAA.Taz600.1
