sample_name	cage_id	collection_device	collection_method	collection_timestamp	description	diet	dna_extracted	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	experimental_group	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	miltefosine_treated	physical_specimen_location	physical_specimen_remaining	qiita_study_id	relative_ald_severity_score	relative_nash_severity_score	sample_number	sample_type	scientific_name	sex	strain_background	strain_background_common	strain_genotype	strain_vendor	sulfatide	taxon_id	tazarotene_dose	tazarotene_treated	time_point	title	treatment	tube_id
10781.Cage22.female.Qa6	Cage22	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	20	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	81	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	81	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage22.female.Qa6
10781.Cage22.female.Qa7	Cage22	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	20	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	82	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	82	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage22.female.Qa7
10781.Cage22.female.Qa8	Cage22	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	20	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	83	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	83	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage22.female.Qa8
10781.Cage22.female.Qa9	Cage22	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	20	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	84	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	84	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage22.female.Qa9
10781.Cage23.female.Qa10	Cage23	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	85	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	85	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage23.female.Qa10
10781.Cage24.male.Qa15	Cage24	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	86	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	86	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage24.male.Qa15
10781.Cage24.male.Qa16	Cage24	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	87	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	87	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage24.male.Qa16
10781.Cage24.male.Qa17	Cage24	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/12/16 10:00	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	18	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	88	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	88	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage24.male.Qa17
10781.Cage3.male.WT10	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	15	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	15	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT10
10781.Cage3.male.WT6	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	11	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	11	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT6
10781.Cage3.male.WT7	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	12	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	12	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT7
10781.Cage3.male.WT8	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	13	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	13	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT8
10781.Cage3.male.WT9	Cage3	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	14	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	14	feces	mouse gut metagenome	male	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage3.male.WT9
10781.Cage4.female.WT10	Cage4	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	20	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	20	feces	mouse gut metagenome	female	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage4.female.WT10
10781.Cage4.female.WT6	Cage4	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	16	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	16	feces	mouse gut metagenome	female	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage4.female.WT6
10781.Cage4.female.WT7	Cage4	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	17	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	17	feces	mouse gut metagenome	female	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage4.female.WT7
10781.Cage4.female.WT8	Cage4	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	18	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	18	feces	mouse gut metagenome	female	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage4.female.WT8
10781.Cage4.female.WT9	Cage4	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	2/10/16 9:00	WT	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	WT-none	USA:CA:San Diego	12	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	19	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	19	feces	mouse gut metagenome	female	C57BL/6	B6	WT	Jackson	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	WT-none	Cage4.female.WT9
10781.Cage43.male.Qa18	Cage43	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	56	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	164	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	164	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage43.male.Qa18
10781.Cage43.male.Qa19	Cage43	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	56	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	165	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	165	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage43.male.Qa19
10781.Cage44.female.Qa11	Cage44	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	56	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	166	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	166	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage44.female.Qa11
10781.Cage44.female.Qa12	Cage44	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	56	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	167	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	167	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage44.female.Qa12
10781.Cage44.female.Qa13	Cage44	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	56	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	168	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	168	feces	mouse gut metagenome	female	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage44.female.Qa13
10781.Cage45.male.Qa20	Cage45	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	54	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	169	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	169	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage45.male.Qa20
10781.Cage45.male.Qa21	Cage45	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	54	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	170	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	170	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage45.male.Qa21
10781.Cage45.male.Qa22	Cage45	cotton swabs into sterile 0.6 ml Eppendorf tube	"Fresh fecal pellets (3-4) were collected individually from mice (each mouse was placed in a confined place to avoid cross-contamination) using sterile cotton swabs into individually labeled sterile 0.6 ml Eppendorf tube. Samples were collected during two days from colonies of mice of mixed age and sex that were maintained in our animal facility for a minimum of 2-3 weeks to 8 months. Following collection, tubes containing stool samples were stored at minus 80 C until analysis."	10/11/16 9:30	Qa-1-/-	Normal	TRUE	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	Qa-1-/- none	USA:CA:San Diego	54	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	adult	Mus musculus	171	10090	not provided	g	UC San Diego	S14223	32.842	Decimal degrees	adult	-117.258	Decimal degrees	No	"Kumar Lab, UCSD"	TRUE	10781	0	0	171	feces	mouse gut metagenome	male	C57BL/6	B6	Qa-1-/-	In-house	No	410661	0	No	not provided	NKT cell- NASH murine model - Microbiome: study 1	Qa-1-/- none	Cage45.male.Qa22
